dataset,method,trial,dm,eps,depth,acc,date,sens,elapsed_ns
adult_clean,LlnRLNM,0,Max,0.01,2,0.7837718328543002,2024-06-26 16:24:21.095682,0.00873864618547329,2111767000.0
adult_clean,LlnRLNM,1,Max,0.01,2,0.7970373645810302,2024-06-26 16:24:23.257059,0.00873864618547329,2116891000.0
adult_clean,LlnRLNM,2,Max,0.01,2,0.773109243697479,2024-06-26 16:24:25.400422,0.00873864618547329,2106712000.0
adult_clean,LlnRLNM,3,Max,0.01,2,0.7724458204334366,2024-06-26 16:24:27.539349,0.00873864618547329,2102115000.0
adult_clean,LlnRLNM,4,Max,0.01,2,0.7775320654577621,2024-06-26 16:24:29.708788,0.00873864618547329,2117734000.0
adult_clean,LlnRLNM,5,Max,0.01,2,0.7865988500663423,2024-06-26 16:24:31.874548,0.00873864618547329,2128376000.0
adult_clean,LlnRLNM,6,Max,0.01,2,0.7423706324635118,2024-06-26 16:24:34.035735,0.00873864618547329,2122520000.0
adult_clean,LlnRLNM,7,Max,0.01,2,0.775984077841663,2024-06-26 16:24:36.178106,0.00873864618547329,2109876000.0
adult_clean,LlnRLNM,8,Max,0.01,2,0.7870411322423706,2024-06-26 16:24:38.316232,0.00873864618547329,2103722000.0
adult_clean,LlnRLNM,9,Max,0.01,2,0.7620521892967713,2024-06-26 16:24:40.460418,0.00873864618547329,2106200000.0
adult_clean,LlnRLNM,10,Max,0.01,2,0.7753703294273712,2024-06-26 16:24:42.645137,0.00873864618547329,2147062000.0
adult_clean,LlnRLNM,11,Max,0.01,2,0.8023435772717223,2024-06-26 16:24:44.762376,0.00873864618547329,2094736000.0
adult_clean,LlnRLNM,12,Max,0.01,2,0.7810703228659885,2024-06-26 16:24:47.014078,0.00873864618547329,2187669000.0
adult_clean,LlnRLNM,13,Max,0.01,2,0.7582927908005307,2024-06-26 16:24:49.229833,0.00873864618547329,2163297000.0
adult_clean,LlnRLNM,14,Max,0.01,2,0.8040689960194605,2024-06-26 16:24:51.385867,0.00873864618547329,2121831000.0
adult_clean,LlnRLNM,15,Max,0.01,2,0.7459088898717382,2024-06-26 16:24:53.539772,0.00873864618547329,2118750000.0
adult_clean,LlnRLNM,16,Max,0.01,2,0.7467934542237947,2024-06-26 16:24:55.715396,0.00873864618547329,2116738000.0
adult_clean,LlnRLNM,17,Max,0.01,2,0.7620521892967713,2024-06-26 16:24:57.842923,0.00873864618547329,2097577000.0
adult_clean,LlnRLNM,18,Max,0.01,2,0.7523219814241486,2024-06-26 16:24:59.970045,0.00873864618547329,2095916000.0
adult_clean,LlnRLNM,19,Max,0.01,2,0.7994250331711632,2024-06-26 16:25:02.122982,0.00873864618547329,2120038000.0
adult_clean,LlnRLNM,20,Max,0.01,2,0.8001326553172673,2024-06-26 16:25:04.261417,0.00873864618547329,2104228000.0
adult_clean,LlnRLNM,21,Max,0.01,2,0.7928366128675658,2024-06-26 16:25:06.394013,0.00873864618547329,2100488000.0
adult_clean,LlnRLNM,22,Max,0.01,2,0.8060592658115878,2024-06-26 16:25:08.589517,0.00873864618547329,2161292000.0
adult_clean,LlnRLNM,23,Max,0.01,2,0.8157894736842105,2024-06-26 16:25:10.751414,0.00873864618547329,2129222000.0
adult_clean,LlnRLNM,24,Max,0.01,2,0.7797434763379035,2024-06-26 16:25:12.900828,0.00873864618547329,2115924000.0
adult_clean,LlnRLNM,25,Max,0.01,2,0.7580716497125166,2024-06-26 16:25:15.080116,0.00873864618547329,2148058000.0
adult_clean,LlnRLNM,26,Max,0.01,2,0.7693498452012384,2024-06-26 16:25:17.280438,0.00873864618547329,2167322000.0
adult_clean,LlnRLNM,27,Max,0.01,2,0.7927908005307386,2024-06-26 16:25:19.476701,0.00873864618547329,2133347000.0
adult_clean,LlnRLNM,28,Max,0.01,2,0.7888102609464839,2024-06-26 16:25:21.643179,0.00873864618547329,2129038000.0
adult_clean,LlnRLNM,29,Max,0.01,2,0.7713401149933657,2024-06-26 16:25:23.825746,0.00873864618547329,2142547000.0
adult_clean,LlnRLNM,30,Max,0.01,2,0.7713906699093522,2024-06-26 16:25:26.012596,0.00873864618547329,2149803000.0
adult_clean,LlnRLNM,31,Max,0.01,2,0.7974795489719213,2024-06-26 16:25:28.202950,0.00873864618547329,2156747000.0
adult_clean,LlnRLNM,32,Max,0.01,2,0.7664750110570544,2024-06-26 16:25:30.392005,0.00873864618547329,2158034000.0
adult_clean,LlnRLNM,33,Max,0.01,2,0.7823971693940734,2024-06-26 16:25:32.620122,0.00873864618547329,2185855000.0
adult_clean,LlnRLNM,34,Max,0.01,2,0.7795223352498895,2024-06-26 16:25:34.881824,0.00873864618547329,2199291000.0
adult_clean,LlnRLNM,35,Max,0.01,2,0.7735515258735073,2024-06-26 16:25:37.065726,0.00873864618547329,2149943000.0
adult_clean,LlnRLNM,36,Max,0.01,2,0.7786377708978328,2024-06-26 16:25:39.265771,0.00873864618547329,2146404000.0
adult_clean,LlnRLNM,37,Max,0.01,2,0.7888102609464839,2024-06-26 16:25:41.450894,0.00873864618547329,2144591000.0
adult_clean,LlnRLNM,38,Max,0.01,2,0.7996461742591774,2024-06-26 16:25:43.679488,0.00873864618547329,2156477000.0
adult_clean,LlnRLNM,39,Max,0.01,2,0.7739938080495357,2024-06-26 16:25:45.890744,0.00873864618547329,2171576000.0
adult_clean,LlnRLNM,40,Max,0.01,2,0.7884147689586558,2024-06-26 16:25:48.128026,0.00873864618547329,2177214000.0
adult_clean,LlnRLNM,41,Max,0.01,2,0.7694008401503427,2024-06-26 16:25:50.327921,0.00873864618547329,2164535000.0
adult_clean,LlnRLNM,42,Max,0.01,2,0.7693498452012384,2024-06-26 16:25:52.519151,0.00873864618547329,2155862000.0
adult_clean,LlnRLNM,43,Max,0.01,2,0.7888102609464839,2024-06-26 16:25:54.769081,0.00873864618547329,2205022000.0
adult_clean,LlnRLNM,44,Max,0.01,2,0.7790800530738611,2024-06-26 16:25:57.043451,0.00873864618547329,2215756000.0
adult_clean,LlnRLNM,45,Max,0.01,2,0.7748783724015922,2024-06-26 16:25:59.252969,0.00873864618547329,2170318000.0
adult_clean,LlnRLNM,46,Max,0.01,2,0.8113666519239274,2024-06-26 16:26:01.441944,0.00873864618547329,2152861000.0
adult_clean,LlnRLNM,47,Max,0.01,2,0.8040689960194605,2024-06-26 16:26:03.630045,0.00873864618547329,2150723000.0
adult_clean,LlnRLNM,48,Max,0.01,2,0.7941176470588235,2024-06-26 16:26:05.888803,0.00873864618547329,2203527000.0
adult_clean,LlnRLNM,49,Max,0.01,2,0.7965501990269792,2024-06-26 16:26:08.112264,0.00873864618547329,2159361000.0
adult_clean,SmoothLaplaceRLNM,0,Max,0.01,2,0.7340260888790626,2024-06-26 16:26:10.114457,0.721299030890175,1962582000.0
adult_clean,SmoothLaplaceRLNM,1,Max,0.01,2,0.7736015918638072,2024-06-26 16:26:12.293997,0.721299030890175,2142760000.0
adult_clean,SmoothLaplaceRLNM,2,Max,0.01,2,0.7131800088456435,2024-06-26 16:26:13.562031,0.721299030890175,1242746000.0
adult_clean,SmoothLaplaceRLNM,3,Max,0.01,2,0.7551968155683326,2024-06-26 16:26:15.448242,0.721299030890175,1853117000.0
adult_clean,SmoothLaplaceRLNM,4,Max,0.01,2,0.7563025210084033,2024-06-26 16:26:17.541154,0.721299030890175,2058623000.0
adult_clean,SmoothLaplaceRLNM,5,Max,0.01,2,0.7664750110570544,2024-06-26 16:26:19.748399,0.721299030890175,2169965000.0
adult_clean,SmoothLaplaceRLNM,6,Max,0.01,2,0.7403803626713843,2024-06-26 16:26:20.969835,0.721299030890175,1194630000.0
adult_clean,SmoothLaplaceRLNM,7,Max,0.01,2,0.7540911101282618,2024-06-26 16:26:23.198015,0.721299030890175,2187202000.0
adult_clean,SmoothLaplaceRLNM,8,Max,0.01,2,0.6844316674038037,2024-06-26 16:26:25.194847,0.721299030890175,1958542000.0
adult_clean,SmoothLaplaceRLNM,9,Max,0.01,2,0.6906236178681999,2024-06-26 16:26:27.191643,0.721299030890175,1960761000.0
